108,77.2,1,1,0,0.92,14,Sarah Sekhoto,sarah.sekhoto14@company.co.za,Engineering,Engineer,Port Elizabeth,Part-Time,2019-05-21 00:00:00.0000000,On Leave,50,19,2,2024,February,8,31,Training Completed - Manual,Compliance,68,Mobile Device Security 101,Behavioral,Intermediate,60,20,Insider Threat,Medium,Threat originating from within the organization.
109,43.4,0,0,0,0.34,51,Zanele Smith,zanele.smith51@company.co.za,Sales,Director,Pretoria,Full-Time,2019-11-15 00:00:00.0000000,Active,41,10,2,2024,February,6,59,VPN Connection - Auto,Incident,48,Insider Threat Awareness 101,Policy,Beginner,60,52,DDoS,Critical,Overwhelming system resources to cause downtime.
11,43.4,0,0,0,0.88,43,Maria Luthuli,maria.luthuli43@company.co.za,Procurement,Coordinator,Port Elizabeth,Part-Time,2021-10-03 00:00:00.0000000,On Leave,140,19,5,2024,May,20,56,Password Reset v1,Authentication,16,Insider Threat Awareness Advanced,Policy,Intermediate,15,48,Malware,High,Unauthorized software causing damage or disruption.
110,69.6,0,1,0,0.3,88,James Dlamini,james.dlamini88@company.co.za,Procurement,Analyst,Bloemfontein,Part-Time,2021-08-24 00:00:00.0000000,Active,42,11,2,2024,February,6,98,Failed Login v3,Authentication,84,Mobile Device Security 101,Awareness,Beginner,45,84,SQL Injection,Low,Injecting malicious SQL queries into input fields.
111,32.2,0,0,1,0.53,82,David Brown,david.brown82@company.co.za,Procurement,Advisor,Durban,Intern,2019-03-26 00:00:00.0000000,Active,5,5,1,2024,January,1,11,Training Completed v1,Training,90,Mobile Device Security 201,Technical,Beginner,60,22,DDoS,Critical,Overwhelming system resources to cause downtime.
112,65.0,0,0,0,0.61,110,Sarah Sithole,sarah.sithole110@company.co.za,IT,Advisor,Port Elizabeth,Intern,2020-09-07 00:00:00.0000000,Active,49,18,2,2024,February,7,30,Failed Login - Auto,Access,68,Mobile Device Security 101,Behavioral,Intermediate,60,6,Brute Force,Critical,Repeated login attempts to guess passwords.
113,44.8,0,1,0,0.9,61,Ayanda Taylor,ayanda.taylor61@company.co.za,Operations,Engineer,Kimberley,Contractor,2018-03-20 00:00:00.0000000,Active,139,18,5,2024,May,20,88,Suspicious Activity - Auto,Incident,6,Social Engineering Refresher,Behavioral,Advanced,15,10,Zero-Day Exploit,Critical,Exploiting unknown software vulnerability.
114,94.8,1,1,0,0.61,5,Naledi Williams,naledi.williams5@company.co.za,Sales,Coordinator,Port Elizabeth,Part-Time,2019-03-17 00:00:00.0000000,Active,92,1,4,2024,April,14,27,Quiz Attempt v1,Compliance,41,Ransomware Awareness 201,Awareness,Intermediate,90,3,Malware,Medium,Unauthorized software causing damage or disruption.
115,71.1,1,1,0,0.74,51,Zanele Smith,zanele.smith51@company.co.za,Sales,Director,Pretoria,Full-Time,2019-11-15 00:00:00.0000000,Active,40,9,2,2024,February,6,73,Account Lockout - Manual,Training,39,Password Security Essentials,Awareness,Advanced,30,21,Brute Force,High,Repeated login attempts to guess passwords.
116,46.8,0,1,0,0.45,115,Sanele Nxumalo,sanele.nxumalo115@company.co.za,Compliance,Advisor,Pretoria,Full-Time,2023-04-25 00:00:00.0000000,Active,277,3,10,2024,October,40,97,Login - Manual,Incident,43,Ransomware Awareness 101,Technical,Advanced,90,50,Insider Threat,Medium,Threat originating from within the organization.
117,81.8,1,1,0,0.72,11,Lwazi Williams,lwazi.williams11@company.co.za,HR,Advisor,Cape Town,Part-Time,2018-12-01 00:00:00.0000000,Active,257,13,9,2024,September,37,7,Phishing Reported - Tracked,Incident,96,Access Control 201,Compliance,Intermediate,90,45,Smishing,Critical,SMS-based phishing targeting mobile users.
118,36.8,0,0,1,0.64,79,Lungelo Mokoena,lungelo.mokoena79@company.co.za,Sales,Consultant,Bloemfontein,Intern,2020-05-01 00:00:00.0000000,Active,305,31,10,2024,October,44,42,File Download - Tracked,Compliance,51,Data Privacy 201,Behavioral,Intermediate,45,100,Zero-Day Exploit,Low,Exploiting unknown software vulnerability.
119,32.1,0,0,0,0.54,46,Lungelo Hadebe,lungelo.hadebe46@company.co.za,Operations,Engineer,Bloemfontein,Full-Time,2022-12-06 00:00:00.0000000,Active,284,10,10,2024,October,41,24,Failed Login - Manual,Incident,49,Incident Reporting 101,Awareness,Intermediate,90,56,Credential Theft,Critical,Stealing authentication credentials for unauthorized access.
12,92.3,1,0,0,0.45,24,Zanele Mokoena,zanele.mokoena24@company.co.za,Engineering,Manager,East London,Part-Time,2018-09-20 00:00:00.0000000,On Leave,255,11,9,2024,September,37,48,USB Insertion - Auto,Compliance,89,Phishing Awareness Refresher,Technical,Beginner,30,64,Social Engineering,Low,Manipulating individuals into revealing confidential info.
120,77.6,1,0,1,0.66,103,Sarah Vilakazi,sarah.vilakazi103@company.co.za,IT,Manager,Port Elizabeth,Part-Time,2020-04-08 00:00:00.0000000,On Leave,127,6,5,2024,May,19,11,Training Completed v1,Training,92,Incident Reporting 201,Awareness,Intermediate,15,10,Zero-Day Exploit,Critical,Exploiting unknown software vulnerability.
121,48.8,0,0,0,0.24,50,Zanele Ndlovu,zanele.ndlovu50@company.co.za,Operations,Developer,Polokwane,Contractor,2023-01-29 00:00:00.0000000,Active,163,11,6,2024,June,24,12,Policy Acknowledgement - Manual,Access,47,Password Security Essentials,Awareness,Advanced,60,14,Vishing,Critical,Voice-based phishing using phone calls.
122,30.4,0,0,1,0.34,17,Naledi Miller,naledi.miller17@company.co.za,Sales,Advisor,Johannesburg,Intern,2020-02-21 00:00:00.0000000,Inactive,45,14,2,2024,February,7,58,File Download - Auto,Incident,24,Ransomware Awareness 201,Policy,Advanced,25,56,Credential Theft,Critical,Stealing authentication credentials for unauthorized access.
123,69.0,0,0,1,0.18,71,Patricia Moore,patricia.moore71@company.co.za,HR,Administrator,Nelspruit,Part-Time,2022-01-11 00:00:00.0000000,On Leave,48,17,2,2024,February,7,42,File Download - Tracked,Compliance,77,Password Security Essentials,Technical,Advanced,60,77,Ransomware,Low,Malicious software encrypting files for ransom.
124,90.5,1,0,0,0.8,93,Refilwe Mokoena,refilwe.mokoena93@company.co.za,Compliance,Specialist,Johannesburg,Contractor,2022-10-08 00:00:00.0000000,On Leave,287,13,10,2024,October,41,67,File Download v1,Training,32,Insider Threat Awareness 201,Policy,Advanced,30,74,Vishing,Medium,Voice-based phishing using phone calls.
125,41.9,0,0,1,0.37,64,Kagiso Jones,kagiso.jones64@company.co.za,Legal,Advisor,Bloemfontein,Full-Time,2022-01-14 00:00:00.0000000,Active,75,15,3,2024,March,11,56,Password Reset v1,Authentication,9,Mobile Device Security 301,Compliance,Advanced,30,22,DDoS,Critical,Overwhelming system resources to cause downtime.
126,49.3,0,0,0,0.43,32,Sanele Tau,sanele.tau32@company.co.za,Sales,Consultant,Polokwane,Full-Time,2021-10-11 00:00:00.0000000,On Leave,321,16,11,2024,November,46,79,Password Reset - Manual,Phishing,64,Mobile Device Security 301,Compliance,Advanced,90,77,Ransomware,Low,Malicious software encrypting files for ransom.
127,43.7,0,0,1,0.95,43,Maria Luthuli,maria.luthuli43@company.co.za,Procurement,Coordinator,Port Elizabeth,Part-Time,2021-10-03 00:00:00.0000000,On Leave,318,13,11,2024,November,46,57,Account Lockout - Tracked,Training,49,Incident Reporting 101,Awareness,Intermediate,90,43,Spear Phishing,Critical,Targeted phishing aimed at specific individuals.
128,53.4,0,1,0,0.87,77,Lwazi Vilakazi,lwazi.vilakazi77@company.co.za,HR,Director,Durban,Contractor,2019-11-19 00:00:00.0000000,Active,70,10,3,2024,March,10,78,Quiz Attempt - Auto,Incident,39,Password Security Essentials,Awareness,Advanced,30,42,Data Exfiltration,Medium,Unauthorized transfer of sensitive data outside the org.
129,96.3,1,0,1,0.97,41,Kagiso Majola,kagiso.majola41@company.co.za,HR,Specialist,Nelspruit,Full-Time,2023-04-13 00:00:00.0000000,Inactive,150,29,5,2024,May,22,82,Login v3,Access,95,Access Control 201,Awareness,Advanced,20,89,Vishing,Low,Voice-based phishing using phone calls.
13,94.7,1,0,0,0.75,11,Lwazi Williams,lwazi.williams11@company.co.za,HR,Advisor,Cape Town,Part-Time,2018-12-01 00:00:00.0000000,Active,221,8,8,2024,August,32,70,Phishing Click v3,Training,78,Ransomware Awareness 301,Behavioral,Intermediate,90,24,SQL Injection,Medium,Injecting malicious SQL queries into input fields.
130,64.4,0,0,1,0.44,105,Lisa Molefe,lisa.molefe105@company.co.za,Legal,Administrator,Port Elizabeth,Contractor,2019-05-30 00:00:00.0000000,Active,202,20,7,2024,July,29,73,Account Lockout - Manual,Training,47,Password Security Essentials,Awareness,Advanced,60,15,Smishing,High,SMS-based phishing targeting mobile users.
131,44.0,0,1,0,0.26,99,Sifiso Davis,sifiso.davis99@company.co.za,Engineering,Advisor,Kimberley,Intern,2019-11-20 00:00:00.0000000,Active,282,8,10,2024,October,41,60,Failed Login - Tracked,Incident,4,Password Security Advanced,Awareness,Intermediate,60,94,Social Engineering,High,Manipulating individuals into revealing confidential info.
132,96.0,1,0,0,0.85,9,Sipho Jones,sipho.jones9@company.co.za,Marketing,Director,Johannesburg,Part-Time,2022-11-10 00:00:00.0000000,Active,210,28,7,2024,July,30,18,Suspicious Activity v2,Compliance,87,VPN Usage Refresher,Compliance,Intermediate,60,64,Social Engineering,Low,Manipulating individuals into revealing confidential info.
133,74.3,1,0,0,0.74,102,Zanele Mkhize,zanele.mkhize102@company.co.za,Sales,Administrator,East London,Part-Time,2021-11-15 00:00:00.0000000,Active,194,12,7,2024,July,28,77,Privileged Access - Auto,Access,10,Ransomware Awareness Essentials,Awareness,Intermediate,25,58,Spear Phishing,Medium,Targeted phishing aimed at specific individuals.
134,63.5,0,0,0,0.93,89,Sipho Davis,sipho.davis89@company.co.za,IT,Specialist,Durban,Full-Time,2021-06-26 00:00:00.0000000,Active,215,2,8,2024,August,31,47,Phishing Reported - Tracked,Incident,70,Email Safety 201,Compliance,Beginner,90,5,Insider Threat,High,Threat originating from within the organization.
135,79.1,1,1,0,0.63,118,Thandeka Nxumalo,thandeka.nxumalo118@company.co.za,Operations,Administrator,Johannesburg,Part-Time,2023-03-08 00:00:00.0000000,Active,44,13,2,2024,February,7,32,Data Export v1,Phishing,14,Mobile Device Security 101,Technical,Intermediate,25,99,SQL Injection,Low,Injecting malicious SQL queries into input fields.
136,76.0,1,0,0,0.14,83,Sanele Cele,sanele.cele83@company.co.za,IT,Consultant,Bloemfontein,Intern,2022-01-23 00:00:00.0000000,Active,347,12,12,2024,December,50,97,Login - Manual,Incident,83,Password Security 201,Awareness,Beginner,25,52,DDoS,Critical,Overwhelming system resources to cause downtime.
137,53.2,0,1,0,0.2,13,Nkosi Sekhoto,nkosi.sekhoto13@company.co.za,Operations,Manager,Durban,Contractor,2019-03-12 00:00:00.0000000,On Leave,133,12,5,2024,May,19,96,File Download v3,Incident,29,Physical Security Essentials,Technical,Advanced,25,66,Brute Force,High,Repeated login attempts to guess passwords.
138,66.3,0,0,0,0.5,51,Zanele Smith,zanele.smith51@company.co.za,Sales,Director,Pretoria,Full-Time,2019-11-15 00:00:00.0000000,Active,238,25,8,2024,August,34,76,Training Completed - Manual,Compliance,99,Data Privacy 101,Awareness,Beginner,15,87,Data Exfiltration,Low,Unauthorized transfer of sensitive data outside the org.
139,78.3,1,0,0,0.53,38,Palesa Molefi,palesa.molefi38@company.co.za,Procurement,Administrator,Cape Town,Part-Time,2019-08-31 00:00:00.0000000,Active,213,31,7,2024,July,31,94,VPN Connection - Auto,Access,11,Email Safety 301,Technical,Advanced,15,15,Smishing,High,SMS-based phishing targeting mobile users.
14,50.6,0,0,1,0.37,58,James Mkhize,james.mkhize58@company.co.za,Marketing,Administrator,Bloemfontein,Contractor,2022-08-08 00:00:00.0000000,Active,309,4,11,2024,November,45,22,Training Completed - Manual,Compliance,92,Incident Reporting 201,Awareness,Intermediate,15,55,Zero-Day Exploit,Critical,Exploiting unknown software vulnerability.
140,39.9,0,0,0,0.29,62,John Molefi,john.molefi62@company.co.za,Legal,Coordinator,Nelspruit,Full-Time,2020-02-28 00:00:00.0000000,Inactive,179,27,6,2024,June,26,57,Account Lockout - Tracked,Training,61,Secure Browsing Advanced,Technical,Advanced,25,13,Spear Phishing,Low,Targeted phishing aimed at specific individuals.
141,80.5,1,0,1,0.14,91,Nokwanda Davis,nokwanda.davis91@company.co.za,Legal,Engineer,Kimberley,Full-Time,2022-05-12 00:00:00.0000000,Active,59,28,2,2024,February,9,83,Phishing Reported - Tracked,Compliance,3,Incident Reporting Advanced,Behavioral,Intermediate,30,44,Vishing,High,Voice-based phishing using phone calls.
142,37.7,0,1,0,0.94,95,Tumi Mokoena,tumi.mokoena95@company.co.za,Procurement,Coordinator,Pretoria,Intern,2022-08-12 00:00:00.0000000,Active,125,4,5,2024,May,18,71,VPN Connection - Manual,Authentication,67,Zero Trust Fundamentals Refresher,Awareness,Intermediate,90,23,Man-in-the-Middle,Medium,Intercepting communications between two parties.
143,41.2,0,0,0,0.31,52,Nokwanda Zulu,nokwanda.zulu52@company.co.za,Engineering,Developer,Nelspruit,Full-Time,2018-08-18 00:00:00.0000000,Active,323,18,11,2024,November,47,82,Login v3,Access,24,Ransomware Awareness 201,Policy,Advanced,25,24,SQL Injection,Medium,Injecting malicious SQL queries into input fields.
144,76.0,1,0,0,0.89,58,James Mkhize,james.mkhize58@company.co.za,Marketing,Administrator,Bloemfontein,Contractor,2022-08-08 00:00:00.0000000,Active,304,30,10,2024,October,44,1,Training Completed v3,Authentication,55,Ransomware Awareness 301,Policy,Intermediate,60,50,Insider Threat,Medium,Threat originating from within the organization.
145,79.3,1,0,0,0.83,9,Sipho Jones,sipho.jones9@company.co.za,Marketing,Director,Johannesburg,Part-Time,2022-11-10 00:00:00.0000000,Active,296,22,10,2024,October,43,24,Failed Login - Manual,Incident,14,Mobile Device Security 101,Technical,Intermediate,25,69,SQL Injection,High,Injecting malicious SQL queries into input fields.
146,55.6,0,0,1,0.7,63,Refilwe Khumalo,refilwe.khumalo63@company.co.za,IT,Consultant,Pretoria,Part-Time,2020-01-16 00:00:00.0000000,Active,271,27,9,2024,September,39,77,Privileged Access - Auto,Access,82,Ransomware Awareness Essentials,Technical,Advanced,30,41,Credential Theft,High,Stealing authentication credentials for unauthorized access.
147,57.2,0,0,1,0.42,59,Thandeka Dlamini,thandeka.dlamini59@company.co.za,Marketing,Consultant,Bloemfontein,Contractor,2022-11-06 00:00:00.0000000,Active,317,12,11,2024,November,46,91,Privileged Access v3,Incident,23,Password Security 201,Awareness,Intermediate,15,87,Data Exfiltration,Low,Unauthorized transfer of sensitive data outside the org.
148,86.0,1,1,0,0.63,87,Zanele Davis,zanele.davis87@company.co.za,Sales,Director,Nelspruit,Contractor,2022-09-06 00:00:00.0000000,Active,69,9,3,2024,March,10,31,Training Completed - Manual,Compliance,41,Ransomware Awareness 201,Awareness,Intermediate,90,16,Phishing,Low,Attempt to steal credentials via deceptive emails.
149,51.4,0,0,0,0.56,54,Sipho Nxumalo,sipho.nxumalo54@company.co.za,Legal,Analyst,Bloemfontein,Part-Time,2021-10-28 00:00:00.0000000,Active,306,1,11,2024,November,44,50,Password Reset - Tracked,Authentication,18,Mobile Device Security Refresher,Policy,Beginner,20,74,Vishing,Medium,Voice-based phishing using phone calls.
15,78.3,1,0,1,0.88,46,Lungelo Hadebe,lungelo.hadebe46@company.co.za,Operations,Engineer,Bloemfontein,Full-Time,2022-12-06 00:00:00.0000000,Active,315,10,11,2024,November,45,82,Login v3,Access,56,Phishing Awareness Essentials,Technical,Advanced,45,36,Brute Force,Medium,Repeated login attempts to guess passwords.
150,59.6,0,0,0,0.93,120,Lwazi Wilson,lwazi.wilson120@company.co.za,Finance,Manager,Pretoria,Part-Time,2022-06-12 00:00:00.0000000,Active,89,29,3,2024,March,13,63,Policy Acknowledgement - Tracked,Incident,72,Insider Threat Awareness 201,Technical,Intermediate,90,22,DDoS,Critical,Overwhelming system resources to cause downtime.
151,50.2,0,0,0,0.66,111,Zanele Zulu,zanele.zulu111@company.co.za,IT,Director,Polokwane,Full-Time,2022-08-11 00:00:00.0000000,Active,184,2,7,2024,July,27,18,Suspicious Activity v2,Compliance,2,Password Security Essentials,Technical,Advanced,30,63,Malware,High,Unauthorized software causing damage or disruption.
152,43.7,0,0,0,0.69,53,Mpho Gumede,mpho.gumede53@company.co.za,IT,Coordinator,Kimberley,Part-Time,2020-05-30 00:00:00.0000000,Active,351,16,12,2024,December,51,91,Privileged Access v3,Incident,63,Access Control Refresher,Awareness,Advanced,60,54,SQL Injection,High,Injecting malicious SQL queries into input fields.
153,88.8,1,0,1,0.13,98,Maria Khumalo,maria.khumalo98@company.co.za,Legal,Specialist,Johannesburg,Contractor,2022-12-11 00:00:00.0000000,Active,113,22,4,2024,April,17,36,Login - Auto,Incident,38,Data Privacy Advanced,Behavioral,Intermediate,90,5,Insider Threat,High,Threat originating from within the organization.
154,45.7,0,0,0,0.61,99,Sifiso Davis,sifiso.davis99@company.co.za,Engineering,Advisor,Kimberley,Intern,2019-11-20 00:00:00.0000000,Active,254,10,9,2024,September,37,15,Policy Acknowledgement - Tracked,Authentication,71,Cloud Security Basics 301,Behavioral,Advanced,25,66,Brute Force,High,Repeated login attempts to guess passwords.
155,70.1,1,0,0,0.99,70,Thandeka Miller,thandeka.miller70@company.co.za,Marketing,Engineer,Pretoria,Full-Time,2019-05-17 00:00:00.0000000,Active,22,22,1,2024,January,4,57,Account Lockout - Tracked,Training,98,Data Privacy 201,Behavioral,Intermediate,90,93,Malware,Low,Unauthorized software causing damage or disruption.
156,68.2,0,1,0,0.19,107,James Khumalo,james.khumalo107@company.co.za,Compliance,Developer,Kimberley,Contractor,2018-07-25 00:00:00.0000000,Active,335,30,11,2024,November,48,39,Training Completed v2,Access,97,Data Privacy Advanced,Awareness,Intermediate,90,32,Ransomware,Medium,Malicious software encrypting files for ransom.
157,91.2,1,0,1,0.88,12,Gugu Khumalo,gugu.khumalo12@company.co.za,Procurement,Specialist,Bloemfontein,Full-Time,2019-04-15 00:00:00.0000000,Active,225,12,8,2024,August,33,31,Training Completed - Manual,Compliance,16,Insider Threat Awareness Advanced,Policy,Intermediate,15,100,Zero-Day Exploit,Low,Exploiting unknown software vulnerability.
158,44.7,0,0,0,0.87,79,Lungelo Mokoena,lungelo.mokoena79@company.co.za,Sales,Consultant,Bloemfontein,Intern,2020-05-01 00:00:00.0000000,Active,324,19,11,2024,November,47,79,Password Reset - Manual,Phishing,55,Ransomware Awareness 301,Policy,Intermediate,60,22,DDoS,Critical,Overwhelming system resources to cause downtime.
159,39.7,0,0,1,0.15,45,Kagiso Dlamini,kagiso.dlamini45@company.co.za,Engineering,Advisor,Kimberley,Full-Time,2018-05-31 00:00:00.0000000,Inactive,273,29,9,2024,September,39,69,File Download v3,Incident,36,Secure Browsing Refresher,Policy,Advanced,90,77,Ransomware,Low,Malicious software encrypting files for ransom.
16,98.6,1,1,0,0.17,82,David Brown,david.brown82@company.co.za,Procurement,Advisor,Durban,Intern,2019-03-26 00:00:00.0000000,Active,208,26,7,2024,July,30,96,File Download v3,Incident,47,Password Security Essentials,Awareness,Advanced,60,66,Brute Force,High,Repeated login attempts to guess passwords.
160,41.8,0,1,0,0.36,74,Ayanda Vilakazi,ayanda.vilakazi74@company.co.za,Finance,Administrator,East London,Contractor,2023-04-30 00:00:00.0000000,Active,137,16,5,2024,May,20,13,Account Lockout v3,Compliance,66,Ransomware Awareness Refresher,Compliance,Advanced,15,87,Data Exfiltration,Low,Unauthorized transfer of sensitive data outside the org.
161,39.5,0,1,0,0.47,8,Palesa Wilson,palesa.wilson8@company.co.za,Compliance,Coordinator,Kimberley,Part-Time,2021-12-13 00:00:00.0000000,Active,142,21,5,2024,May,21,90,Training Completed v1,Compliance,84,Mobile Device Security 101,Awareness,Beginner,45,17,Ransomware,High,Malicious software encrypting files for ransom.
162,90.6,1,0,0,0.85,98,Maria Khumalo,maria.khumalo98@company.co.za,Legal,Specialist,Johannesburg,Contractor,2022-12-11 00:00:00.0000000,Active,347,12,12,2024,December,50,19,Data Export - Tracked,Compliance,51,Data Privacy 201,Behavioral,Intermediate,45,63,Malware,High,Unauthorized software causing damage or disruption.
163,70.4,1,0,0,0.51,82,David Brown,david.brown82@company.co.za,Procurement,Advisor,Durban,Intern,2019-03-26 00:00:00.0000000,Active,48,17,2,2024,February,7,96,File Download v3,Incident,52,Ransomware Awareness 201,Compliance,Beginner,15,66,Brute Force,High,Repeated login attempts to guess passwords.
164,49.5,0,1,0,0.43,63,Refilwe Khumalo,refilwe.khumalo63@company.co.za,IT,Consultant,Pretoria,Part-Time,2020-01-16 00:00:00.0000000,Active,168,16,6,2024,June,24,100,Account Lockout - Manual,Access,75,Ransomware Awareness Essentials,Behavioral,Intermediate,15,1,Phishing,High,Attempt to steal credentials via deceptive emails.
165,89.3,1,0,0,0.67,90,Sifiso Mthembu,sifiso.mthembu90@company.co.za,Engineering,Manager,Kimberley,Part-Time,2020-08-10 00:00:00.0000000,On Leave,184,2,7,2024,July,27,51,Quiz Attempt - Manual,Access,9,Mobile Device Security 301,Compliance,Advanced,30,69,SQL Injection,High,Injecting malicious SQL queries into input fields.
166,45.2,0,0,1,0.34,107,James Khumalo,james.khumalo107@company.co.za,Compliance,Developer,Kimberley,Contractor,2018-07-25 00:00:00.0000000,Active,146,25,5,2024,May,21,74,Failed Login v2,Phishing,44,Cloud Security Basics Essentials,Technical,Advanced,60,71,Credential Theft,Medium,Stealing authentication credentials for unauthorized access.
167,39.1,0,1,0,0.81,115,Sanele Nxumalo,sanele.nxumalo115@company.co.za,Compliance,Advisor,Pretoria,Full-Time,2023-04-25 00:00:00.0000000,Active,350,15,12,2024,December,50,6,Policy Acknowledgement v1,Incident,98,Data Privacy 201,Behavioral,Intermediate,90,7,DDoS,Medium,Overwhelming system resources to cause downtime.
168,37.0,0,1,0,0.51,16,Siyanda Hadebe,siyanda.hadebe16@company.co.za,Engineering,Manager,Pretoria,Full-Time,2018-11-10 00:00:00.0000000,On Leave,81,21,3,2024,March,12,1,Training Completed v3,Authentication,57,Data Privacy 101,Policy,Intermediate,45,59,Vishing,Medium,Voice-based phishing using phone calls.
169,99.4,1,0,0,0.92,113,Sibusiso Mokoena,sibusiso.mokoena113@company.co.za,Marketing,Manager,East London,Intern,2021-05-26 00:00:00.0000000,Inactive,333,28,11,2024,November,48,36,Login - Auto,Incident,39,Password Security Essentials,Awareness,Advanced,30,21,Brute Force,High,Repeated login attempts to guess passwords.
17,77.6,1,1,0,0.23,78,David Mokoena,david.mokoena78@company.co.za,Finance,Engineer,Durban,Intern,2021-11-22 00:00:00.0000000,Active,348,13,12,2024,December,50,17,Account Lockout v2,Compliance,57,Data Privacy 101,Policy,Intermediate,45,5,Insider Threat,High,Threat originating from within the organization.
170,36.5,0,0,1,0.7,84,Ntombi Anderson,ntombi.anderson84@company.co.za,Finance,Advisor,East London,Full-Time,2023-02-01 00:00:00.0000000,Active,85,25,3,2024,March,13,81,Quiz Attempt v3,Phishing,7,Physical Security Refresher,Technical,Advanced,15,51,Brute Force,High,Repeated login attempts to guess passwords.
171,51.4,0,0,1,0.69,91,Nokwanda Davis,nokwanda.davis91@company.co.za,Legal,Engineer,Kimberley,Full-Time,2022-05-12 00:00:00.0000000,Active,49,18,2,2024,February,7,62,Data Export v3,Access,1,Access Control Refresher,Behavioral,Intermediate,30,28,Spear Phishing,High,Targeted phishing aimed at specific individuals.
172,35.5,0,0,0,0.5,2,David Mokoena,david.mokoena2@company.co.za,Compliance,Consultant,Pretoria,Full-Time,2018-07-11 00:00:00.0000000,Active,357,22,12,2024,December,51,55,Privileged Access v2,Phishing,44,Cloud Security Basics Essentials,Technical,Advanced,60,16,Phishing,Low,Attempt to steal credentials via deceptive emails.
173,78.6,1,0,1,0.18,104,Sifiso Nxumalo,sifiso.nxumalo104@company.co.za,Compliance,Coordinator,Polokwane,Contractor,2020-05-21 00:00:00.0000000,On Leave,53,22,2,2024,February,8,48,USB Insertion - Auto,Compliance,14,Mobile Device Security 101,Technical,Intermediate,25,41,Credential Theft,High,Stealing authentication credentials for unauthorized access.
174,91.7,1,0,0,0.78,18,Ntombi Hadebe,ntombi.hadebe18@company.co.za,Operations,Developer,Pretoria,Full-Time,2021-10-28 00:00:00.0000000,Inactive,329,24,11,2024,November,47,9,Quiz Attempt v1,Compliance,87,VPN Usage Refresher,Compliance,Intermediate,60,19,Social Engineering,Medium,Manipulating individuals into revealing confidential info.
